term,invariant,mean_boot_1,mean_boot_2,sd_boot_1,sd_boot_2,mean_boot_difference,sd_boot_difference,mean_boot_fit,sd_boot_fit,n_boot,mean_random_1,mean_random_2,sd_random_1,sd_random_2,mean_random_difference,sd_random_difference,mean_random_fit,sd_random_fit,n_random,d_boot_low,d_boot,d_boot_high,d_random_low,d_random,d_random_high,type,run_number,computer
q2 ~~ q2,TRUE,0.884959125753156,0.913941250939652,0.0399798366230095,0.0325551546849037,-0.028982125186496,0.0285744370119105,0.9626202194867,0.00696943061905961,3,0.86248179067338,0.859521722891568,0.0453760562505342,0.045010353128648,0.00296006778181183,0.0279033178376608,0.976178480312931,0.0172108680178791,406,,,,-0.0721221273909006,0.0654975360599539,0.203076795731357,Medium Residuals,1,computer13
q3 ~~ q3,FALSE,0.751947089910144,0.751148427956855,0.0546724435887371,0.0586355273544361,0.000798661953288432,0.0486668452009667,0.760511435011941,0.0739027486535664,998,0.75556923019494,0.754361205830723,0.0573990431242871,0.0538349798501272,0.00120802436421723,0.0473586116884918,0.909794093925305,0.0307309681494711,593,-0.0736543193060328,0.0140885743278591,0.101827935526439,-0.0921231680126067,0.0217092704141066,0.135532542553942,Medium Residuals,1,computer13
q3 ~~ q3,TRUE,0.704834536936736,0.684534614122191,0.0359463977154485,0.0108120169480539,0.0202999228145446,0.0251343807673946,0.955841607900327,0.00507064649856549,2,0.744571405916446,0.744138217261601,0.0552589526856831,0.0567501874220998,0.000433188654845162,0.0472589211440562,0.97650011952319,0.0169261308891547,407,,,,-0.129662104465687,0.00773419505386864,0.145125732902285,Medium Residuals,1,computer13
q4 ~~ q4,FALSE,0.923933858730036,0.924460734962585,0.0426726427849584,0.0406379562512139,-0.00052687623254876,0.0563088108857907,0.85494099988814,0.0550482577462912,956,0.939874699559389,0.940787653116865,0.0285425763949015,0.0267931799106632,-0.000912953557475586,0.0144989033083897,0.909918999109937,0.0299313904213144,582,-0.102290617404836,-0.012644709648824,0.0770045079632771,-0.147876251160093,-0.032980399310284,0.0819296404049085,Medium Residuals,1,computer13
q4 ~~ q4,TRUE,0.934137492657497,0.921374380753319,0.0383375545816761,0.0384038450073598,0.0127631119041772,0.0450285372311381,0.967218849491384,0.0139053437082633,44,0.937942765668189,0.937371793618047,0.0294226325451857,0.0296055202824316,0.000570972050142716,0.0153981097947245,0.976614115369344,0.0167479565322327,418,,,,-0.116236858411818,0.0193456607491348,0.154916584039846,Medium Residuals,1,computer13
q5 ~~ q5,FALSE,0.727550380878007,0.728207140615467,0.073447725316864,0.067014100381764,-0.000656759737460134,0.0812020413671966,0.765585160863961,0.0742937871919862,998,0.733814297252457,0.733515512133188,0.0615153694824496,0.060923333087385,0.000298785119269129,0.0503508466837467,0.908244912231255,0.0306306331809692,592,-0.0970809857084346,-0.00934163986818717,0.0784000482398744,-0.109041285057429,0.00488050951442072,0.118800239796927,Medium Residuals,1,computer13
q5 ~~ q5,TRUE,0.75969798492386,0.707597673612788,0.000445383640296494,0.0305977369395165,0.0521003113110726,0.0301523532992201,0.963609639643756,0.00245260111698596,2,0.73699630441528,0.73342198229542,0.0593820468942497,0.0576663755632535,0.00357432211986033,0.0508641015451919,0.976248438934341,0.0170753661672281,408,,,,-0.0762080329211548,0.0610676869218294,0.198305918241353,Medium Residuals,1,computer13
lv ~1,FALSE,-0.120373458547911,-0.117292460870835,0.10219676878996,0.103295157384175,-0.00308099767707549,0.134160831671493,0.945657932199244,0.0297669302074299,908,-0.10721994853455,-0.106342268804649,0.0946525876691343,0.0960504902885535,-0.000877679729900162,0.114086482902059,0.960024570709868,0.0235094427982227,626,-0.121972838585438,-0.0299861286239851,0.0620088450823051,-0.119986886769743,-0.0092044256465214,0.101581716841958,Large Residuals,1,computer13
lv ~1,TRUE,-0.0966216662297064,-0.11531476139265,0.0929141626911506,0.0930613861099794,0.0186930951629436,0.125327100134617,0.996738627123572,0.00351647825280353,92,-0.0961107186394608,-0.102148753463835,0.0875810448898682,0.0914945679104942,0.00603803482437385,0.113023960758872,0.998195329945248,0.00296487706711299,374,,,,-0.0759706530817824,0.067419492450827,0.210764482569606,Large Residuals,1,computer13
q1 ~1,FALSE,0,0,0,0,0,0,0.945657932199244,0.0297669302074299,908,0,0,0,0,0,0,0.960024570709868,0.0235094427982227,626,,,,,,,Large Residuals,1,computer13
q1 ~1,TRUE,0,0,0,0,0,0,0.996738627123572,0.00351647825280353,92,0,0,0,0,0,0,0.998195329945248,0.00296487706711299,374,,,,,,,Large Residuals,1,computer13
q2 ~1,FALSE,0.0188134556384928,0.0216851961736782,0.0638094840455113,0.0625156521866726,-0.00287174053518539,0.0864738077249733,0.945892092687925,0.0294042727680623,913,0.0190762068906433,0.0171392994222229,0.0635701912353452,0.0652260139878333,0.00193690746842038,0.0905010378150977,0.961124273503108,0.0229595263185632,637,-0.137202552326126,-0.0454634763859289,0.0462880582235524,-0.0797605401375015,0.0300746038038718,0.139897928396434,Large Residuals,1,computer13
q2 ~1,TRUE,0.00717649546595219,0.0165180981847857,0.065680584904991,0.0650576496995289,-0.00934160271883355,0.0887171545021843,0.996807711141838,0.00348398450476471,87,0.0163009130798089,0.00972698323793244,0.0637063924840674,0.0616710416907287,0.00657392984187646,0.0858557132930174,0.998281831069775,0.00288239300079835,363,,,,-0.0407660749416651,0.104852421379548,0.250398612030422,Large Residuals,1,computer13
q3 ~1,FALSE,0.0723683316750736,0.0691645598890274,0.0684118326789217,0.0670870122061622,0.0032037717860462,0.0925098860729399,0.946160911859469,0.0288812466811106,912,0.0642363636538037,0.0670450527738236,0.0668761975110511,0.0629733734378177,-0.00280868912001991,0.0842858968833278,0.960336183577877,0.0235238040127306,629,-0.0445167597655702,0.0472862874181013,0.139076362455668,-0.153764670421888,-0.04324113330278,0.0672996121142306,Large Residuals,1,computer13
q3 ~1,TRUE,0.0551466111067552,0.0800090297926958,0.0631718989471049,0.0667630003035814,-0.0248624186859407,0.0893183371522723,0.996696669190844,0.00364181753160429,88,0.0578121674231301,0.0572029241561666,0.06125374245259,0.0633580733175994,0.000609243266963548,0.0839949698748895,0.998061600040622,0.00313036510124362,371,,,,-0.134132382102137,0.00977686444370215,0.153679506185605,Large Residuals,1,computer13
q4 ~1,FALSE,-0.0317410196767057,-0.0316999027495173,0.0648542495367171,0.0678326277501822,-4.11169271884009e-05,0.0899483864286825,0.945964246047843,0.0294287474366579,913,-0.029627283144324,-0.0311607800401595,0.0657923308405863,0.0653465375983737,0.00153349689583554,0.0852094386137512,0.960101517032937,0.023440476365534,624,-0.0923529642441883,-0.000619602684161587,0.0911139287141199,-0.0875823614300347,0.0233872390953433,0.134347456243082,Large Residuals,1,computer13
q4 ~1,TRUE,-0.0308457967013159,-0.0402075173620269,0.07517434226351,0.0686230735180826,0.009361720660711,0.093820213238673,0.996798708800778,0.00369512272171971,87,-0.0329690169169748,-0.0308342127415573,0.0611799337173789,0.0644942387587959,-0.00213480417541751,0.088595184738281,0.998130770338707,0.00301924327940792,376,,,,-0.176905901615972,-0.0339618260377639,0.109004883900959,Large Residuals,1,computer13
q5 ~1,FALSE,-0.052158979951018,-0.0561202125544718,0.0830770834697143,0.0875644540725731,0.00396123260345379,0.13692568999975,0.949088972502908,0.0279208401383365,864,-0.0572729552578144,-0.0619638283652284,0.0646585898539496,0.0673917955309287,0.00469087310741405,0.0891479916560521,0.960369877100596,0.0233490930660946,621,-0.0479067527270802,0.0464114857886447,0.140716283904357,-0.0402467373429336,0.0710315020265797,0.182281119677262,Large Residuals,1,computer13
q5 ~1,TRUE,-0.0529404337235924,-0.0625194151272937,0.0928582323749065,0.0927953362742428,0.0095789814037013,0.154497931855169,0.996800428647016,0.00357112694953024,136,-0.0605707700878979,-0.0642933430281927,0.064780644541794,0.0678194809245413,0.00372257294029485,0.0878823993403135,0.998106663001071,0.00309697264841345,379,-0.134743090939226,0.103191992738887,0.340936311619213,-0.0862922346571696,0.0561326131455035,0.198520356200311,Large Residuals,1,computer13
lv =~ q1,FALSE,0.609403986391213,0.607875019502333,0.0663241034926278,0.062045567385149,0.00152896688888035,0.0714950696635271,0.8954758761655,0.0450093737257726,873,0.615963250317622,0.6115992904422,0.0629249795823166,0.063512108085133,0.00436395987542201,0.0597595265956244,0.919138527484864,0.0328578038101929,549,-0.0700101244597579,0.0238080901679228,0.117619480033033,-0.049319884794955,0.0690289994141814,0.187346413671704,Invariant,1,computer14
lv =~ q1,TRUE,0.608873817149063,0.621758775657683,0.0679771590612332,0.0624168079182168,-0.0128849585086201,0.0720629186017704,0.978701926134701,0.0127698676964293,127,0.622098721636961,0.612634942878638,0.0598749079401768,0.0597686753874043,0.00946377875832245,0.0603498333344533,0.983626906049676,0.0135571463697611,451,-0.44381778622534,-0.197451764906068,0.0493040141013934,0.0274319315734488,0.158199458166999,0.288879368607216,Invariant,1,computer14
lv =~ q2,FALSE,0.340755676614275,0.345637336422214,0.0790441113722745,0.0782743018340534,-0.00488165980793928,0.1146405844304,0.896378214322852,0.0448303240457528,873,0.335430001671215,0.335496094519726,0.0780540490479623,0.0755891172258902,-6.60928485109595e-05,0.108092632144833,0.919674054220888,0.0328262297096455,558,-0.155885325772287,-0.062060139875777,0.0317828290970359,-0.118200018314826,-0.000860231484412426,0.116479941403015,Invariant,1,computer14
lv =~ q2,TRUE,0.357826241515575,0.348245556039159,0.0827517379455865,0.0804131807958458,0.00958068547641674,0.119821792284295,0.978574050156885,0.012696507537762,127,0.355403990021827,0.34564150512043,0.0695228196140713,0.076662026276805,0.00976248490139727,0.100186629138054,0.98338477966019,0.0135649912412606,442,-0.128864189948051,0.117423545090759,0.363478796107386,0.0013785475191898,0.133404576645019,0.265355149527933,Invariant,1,computer14
lv =~ q3,FALSE,0.523798754504276,0.524454582196261,0.0847428809836113,0.0864813045019142,-0.000655827691984557,0.131263755938358,0.900142970330892,0.0428384419848116,832,0.513143025382525,0.507028215652308,0.0758581977384773,0.0772989914169865,0.00611480973021652,0.106884533070149,0.920245572081416,0.0321138192496642,551,-0.103754402515337,-0.00766006146700627,0.088436583862842,-0.0383016407162105,0.0798465838994141,0.197958546163453,Invariant,1,computer14
lv =~ q3,TRUE,0.52833194372023,0.548005612713541,0.0819380769448085,0.0840760436891918,-0.0196736689933117,0.132579002088206,0.978448678245677,0.011629943623142,168,0.520212508673208,0.517116627583924,0.0714177498566522,0.0741630819919999,0.00309588108928367,0.101933968035431,0.983515729250688,0.0130987031184587,449,-0.451419089196385,-0.236992343732803,-0.022213311003441,-0.0883124849812231,0.0425238779611098,0.173336519455386,Invariant,1,computer14
lv =~ q4,FALSE,0.196325959203017,0.199924647036622,0.0985637896874164,0.10174711209489,-0.00359868783360507,0.159163695906183,0.900004237715988,0.0430066431867942,855,0.198888530753182,0.197836687395959,0.0872948669286571,0.0881180174691915,0.00105184335722224,0.120916408349199,0.920644655456331,0.0324063697847178,550,-0.130722705440091,-0.0359264868603213,0.058880246461818,-0.106201429638605,0.0119926398763971,0.13018124897643,Invariant,1,computer14
lv =~ q4,TRUE,0.21518779867894,0.197588709076818,0.10149032980417,0.0893666437473367,0.0175990896021221,0.150548522037681,0.979041940088475,0.012633905981228,145,0.205690838879866,0.208618113536227,0.088127485869706,0.0778954646810194,-0.00292727465636145,0.120788893965621,0.984296813484105,0.0131311637142475,450,-0.046784125322851,0.18405080421717,0.414567626447031,-0.165861319574649,-0.0351967138745919,0.0954874835028525,Invariant,1,computer14
lv =~ q5,FALSE,0.522328086696382,0.528818859119383,0.113168248773334,0.109094498332353,-0.00649077242300055,0.194444050431273,0.89949662968077,0.0418927746518292,852,0.51691219547784,0.515070676355062,0.0793663111380573,0.0786911849167364,0.00184151912277769,0.110108290023853,0.920455213252102,0.0331411983372269,559,-0.153368742632221,-0.0583964928241193,0.0365929040473988,-0.0939424992349431,0.0233016765401629,0.140535414336729,Invariant,1,computer14
lv =~ q5,TRUE,0.532296496947423,0.534724737697589,0.10877047248863,0.10062506192654,-0.00242824075016639,0.181692620155717,0.978068138212725,0.0122471014983652,148,0.522548746411174,0.514236403707152,0.0744293807408184,0.0746827707330702,0.00831234270402202,0.108511537927952,0.983622486597663,0.0134991257991922,441,-0.251004515157581,-0.0231753332694617,0.204693243096111,-0.0206341788063143,0.111490990104939,0.243552914157568,Invariant,1,computer14
lv =~ q1,FALSE,0.651447210205367,0.648179871517635,0.0590212341828845,0.0579981077005728,0.00326733868773146,0.0648027677419702,0.940639408643451,0.0295155082845693,845,0.646117215185287,0.645759091016283,0.0544926323375852,0.0561722243652708,0.000358124169003314,0.050978480412344,0.952742666624715,0.0221799678827283,581,-0.0395393714102533,0.0558405774310579,0.151203993159366,-0.108524169989822,0.00647148407996935,0.12146434903103,Small Loadings,1,computer14
lv =~ q1,TRUE,0.660857879539853,0.663371737145163,0.0603294375346887,0.0523569451106638,-0.00251385760530935,0.0656750453674808,0.992554425928953,0.0064307774321883,155,0.654919063134436,0.654790278206265,0.0563080273767843,0.0543180046149009,0.000128784928170617,0.0516769484088467,0.995039004409309,0.00597827540187682,419,-0.267134199793536,-0.0445056366327839,0.178195129433176,-0.13308448976813,0.00232791674522214,0.137738931172209,Small Loadings,1,computer14
lv =~ q2,FALSE,0.335106751101542,0.333127418481516,0.0829142583857865,0.0827412162646225,0.00197933262002617,0.123729565701081,0.940997683321345,0.0288084396325419,841,0.334135199975883,0.330242789570143,0.0790766004718057,0.0806211432889846,0.00389241040574033,0.113131897270837,0.952961153439165,0.0217302362354298,567,-0.0716895795529567,0.0238969650029469,0.119476398382028,-0.0676881139832356,0.0487449387415261,0.165156469458805,Small Loadings,1,computer14
lv =~ q2,TRUE,0.352275049040059,0.35520316094558,0.0865933746691824,0.0829279188440275,-0.00292811190552053,0.130258543763708,0.992219446100858,0.00640470604885003,159,0.341922884432943,0.341279905403457,0.0749248518553617,0.0777872171626521,0.000642979029486245,0.106787872423422,0.994469773329529,0.00629629685702853,433,-0.254345394576937,-0.0345375804758545,0.185324852220567,-0.124788278786342,0.00841932294597673,0.14162205312873,Small Loadings,1,computer14
lv =~ q3,FALSE,0.522816951127987,0.529830019964164,0.072303765071861,0.0704330725817994,-0.00701306883617752,0.103370598961705,0.943692958726077,0.02789329489738,820,0.527522668759946,0.522258645967469,0.0650266117062573,0.0706546204357032,0.00526402279247661,0.0935505503075583,0.953012517168706,0.0215115344374326,580,-0.195096474052741,-0.0982572786665508,-0.0013881267942203,-0.0376257597636685,0.0775273043995003,0.192646921366662,Small Loadings,1,computer14
lv =~ q3,TRUE,0.53049485504672,0.53842642689661,0.0714650611238985,0.0705451839515791,-0.00793157184988973,0.101726638490507,0.992594155944008,0.00666060917530278,180,0.522544097103395,0.529503597840589,0.0647722377199343,0.0710032095559237,-0.00695950073719388,0.0943412265404052,0.99496477765076,0.00583633854660543,420,-0.31838419541206,-0.111701876893994,0.0951361636204142,-0.237715744529713,-0.102407083119197,0.0329625953130141,Small Loadings,1,computer14
lv =~ q4,FALSE,0.420248695386144,0.417407661454549,0.0809691510694494,0.0780665214873098,0.00284103393159498,0.122015164002149,0.941763631535148,0.0286429952335287,854,0.41760956028689,0.417306153832471,0.0734259252205216,0.0711173957378461,0.00030340645441941,0.0988836330871764,0.953275004017231,0.0217383720301234,583,-0.0591398002166566,0.0357223107076221,0.130573954376924,-0.110599968082527,0.00419760336892923,0.118993371923412,Small Loadings,1,computer14
lv =~ q4,TRUE,0.424125730224885,0.41566270650694,0.075718565985361,0.0751250386155525,0.00846302371794418,0.110788758998599,0.992658304623093,0.00634759050352878,146,0.422351465078089,0.42122956619562,0.0694128260077156,0.0673693125873264,0.00112189888246966,0.0961525346059383,0.994724719105764,0.00600697271434412,417,-0.117466131330641,0.112208379383839,0.341689801293473,-0.119340877268703,0.0164023418620311,0.15213570560679,Small Loadings,1,computer14
lv =~ q5,FALSE,0.519512572092411,0.515846185445785,0.068880541964986,0.0729589213474417,0.00366638664662613,0.105321749282227,0.941117298924596,0.0290272551534159,844,0.524031218669193,0.523519944008551,0.0676898208931149,0.0702697777003098,0.000511274660641807,0.0976926075109643,0.953113501453868,0.0218504026845974,575,-0.0437568156127735,0.051676337227785,0.147094170930765,-0.10818372857711,0.00741065192555303,0.123001805164394,Small Loadings,1,computer14
lv =~ q5,TRUE,0.514727486627433,0.515261215317488,0.0720342822971107,0.0740281039142396,-0.000533728690055135,0.104677861087808,0.992215494861146,0.00644799509420719,156,0.512386527283693,0.515734572929502,0.0677621459274741,0.0668127704212728,-0.00334804564580915,0.0998893518957285,0.994659679257208,0.00605708891407387,425,-0.229224623308561,-0.00730754829522443,0.214621308239344,-0.184214715194261,-0.0497561124679619,0.0847318146577531,Small Loadings,1,computer14
lv =~ q1,FALSE,0.615080851895698,0.620366641985483,0.103000780714244,0.1048083305462,-0.005285790089785,0.179602773593595,0.901426065969068,0.0385261344575214,975,0.665503619684333,0.659428464199496,0.0602047615042794,0.0544141455802801,0.00607515548483744,0.0567712345504481,0.954490329902472,0.0160404711189835,250,-0.139646397850321,-0.0508696670181089,0.0379201158688159,-0.0696096249014566,0.105871143685331,0.281245784189509,Medium Loadings,1,computer14
lv =~ q1,TRUE,0.620524533544687,0.651094241474882,0.0955246418702711,0.13099528720747,-0.0305697079301947,0.201573067774366,0.980296072615931,0.00659337824486503,25,0.660395277134951,0.658709723239221,0.057197969492555,0.056141298702957,0.00168555389572997,0.0543188605970443,0.994000465732462,0.00805985224358452,750,,,,-0.07148045118383,0.0297422186212552,0.130954962995196,Medium Loadings,1,computer14
lv =~ q2,FALSE,0.329491554221492,0.336510350981604,0.0863738762422544,0.0863785193896305,-0.00701879676011169,0.138846997883821,0.901503408793605,0.0384261854099551,978,0.330750183378447,0.333877553042865,0.0691369523799972,0.0698413207388455,-0.00312736966441747,0.0960417159627696,0.954881410153864,0.0160136582084378,249,-0.169917309256417,-0.0812584593331225,0.00742116585011073,-0.22066039426071,-0.0450045813541118,0.130696576686819,Medium Loadings,1,computer14
lv =~ q2,TRUE,0.309445128392171,0.326419018125837,0.0951656014041236,0.0994654875182335,-0.0169738897336658,0.16895045531083,0.981455056948793,0.0077546783604233,22,0.33850197575039,0.336573352117283,0.0703233938650506,0.0701217208499109,0.0019286236331065,0.101174482486172,0.99364363528276,0.00833232467136948,751,,,,-0.0736896303074526,0.0274644176643941,0.128609312420253,Medium Loadings,1,computer14
lv =~ q3,FALSE,0.479605798911074,0.485618825477387,0.125849345136592,0.128455698087336,-0.00601302656631288,0.235717880664579,0.904029443604056,0.0369743237604611,965,0.490156365725365,0.494392030402256,0.0653951361991404,0.0610589100657041,-0.00423566467689104,0.0888864012966641,0.953859869770031,0.0160612737205054,245,-0.136521385471216,-0.0472873892668696,0.0419588662197403,-0.24405182038014,-0.0669520146767421,0.110216335232778,Medium Loadings,1,computer14
lv =~ q3,TRUE,0.466212551074695,0.528108993901576,0.15293325479983,0.133694970827995,-0.0618964428268811,0.271653132447403,0.980851586169353,0.00702893960930744,35,0.496249354102768,0.489868000582749,0.0640461093749558,0.0658439370317046,0.00638135352001895,0.0915567811276951,0.993768006244538,0.00823498746095417,755,,,,-0.00270522226293295,0.0982483650235056,0.199169416531473,Medium Loadings,1,computer14
lv =~ q4,FALSE,0.501467872220971,0.510156078182146,0.140091011634161,0.138037845749044,-0.00868820596117517,0.26090725677851,0.920399075951822,0.0334048965768641,904,0.5199232990225,0.51888340731298,0.0667627536466984,0.0710248402082912,0.0010398917095193,0.098782640843175,0.954855007797403,0.0157760065179903,247,-0.154677233128421,-0.062474417944768,0.0297456843933871,-0.161289168165917,0.015086910938387,0.191447662136504,Medium Loadings,1,computer14
lv =~ q4,TRUE,0.516245515105672,0.50089183099399,0.141609108960191,0.145553588249051,0.015353684111682,0.26466808628422,0.983045713356614,0.00749824142013109,96,0.519054612910537,0.525281599101826,0.0699341449108303,0.0678765274475577,-0.00622698619128851,0.0973963889132736,0.993842418620758,0.00811762698740448,753,,,,-0.191406962815698,-0.0903600877588013,0.0107167956712942,Medium Loadings,1,computer14
lv =~ q5,FALSE,0.453185851310742,0.453717483606922,0.0827369269917588,0.084189309630617,-0.000531632296179327,0.127965494516614,0.914801871193008,0.0367208751352435,935,0.427012758229328,0.429111353812792,0.0761007867948487,0.0782992621405995,-0.00209859558346397,0.10482113719849,0.955192854578352,0.0158541349754129,245,-0.0970166070494339,-0.0063694262209201,0.0842794593661552,-0.204259697854088,-0.0271811167326186,0.149925304294799,Medium Loadings,1,computer14
lv =~ q5,TRUE,0.470677441201007,0.476289426571519,0.0884183701712609,0.0980405976682946,-0.00561198537051205,0.158215239070482,0.984465479454893,0.0084593232786079,65,0.431768527454519,0.439773349442723,0.0715955252832301,0.0704764377077945,-0.00800482198820455,0.10213093924763,0.993915018462612,0.00819663141641141,755,,,,-0.213621242056233,-0.112683368329991,-0.0117081920025843,Medium Loadings,1,computer14
lv =~ q1,FALSE,0.663557828081251,0.667082160458996,0.0752266490372818,0.0754672539501764,-0.00352433237774516,0.123787453235386,0.93830458422877,0.0300602019317966,948,0.683571410921665,0.683231848920469,0.0514066917273353,0.0504002925856245,0.000339562001195885,0.0553203745095885,0.968412849409677,0.0182450826467095,549,-0.13680493385361,-0.046774657973936,0.0432679620038123,-0.111629342910182,0.00667037558632717,0.124967051390965,Large Loadings,1,computer14
lv =~ q1,TRUE,0.658697213922038,0.667613114253196,0.0780322531765183,0.0769107921660335,-0.00891590033115884,0.13130020693141,0.996645312174751,0.00356810052471959,52,0.686714760460107,0.688757908600838,0.0495078139475065,0.049384675504929,-0.00204314814073086,0.0526277910226658,0.998121309285397,0.00295648725850608,451,,,,-0.171842365445582,-0.041320560704565,0.089224192071251,Large Loadings,1,computer14
lv =~ q2,FALSE,0.337574513647668,0.337816085212692,0.0664952142681888,0.0671086212113919,-0.00024157156502379,0.0967696371809718,0.939758860790549,0.0298077146612499,944,0.330346401021672,0.33128279173383,0.0697576701856363,0.0651415359158012,-0.000936390712158283,0.0942684682556918,0.968595391740112,0.017985659221028,553,-0.0938304481553382,-0.00361619886281869,0.0865990090622008,-0.1317422290021,-0.0138746992987143,0.103999113381782,Large Loadings,1,computer14
lv =~ q2,TRUE,0.342057434810521,0.335597599836156,0.072822155566051,0.0741633819087808,0.00645983497436567,0.103525283226931,0.996508475598267,0.00369851815895911,56,0.336303607403696,0.337597054891678,0.065498176136479,0.0609463366629738,-0.00129344748798176,0.0920967444386906,0.997950798166629,0.00311610926129185,447,,,,-0.151545198744435,-0.0204454931115941,0.110665670828536,Large Loadings,1,computer14
lv =~ q3,FALSE,0.533974497520969,0.535923464847862,0.0772451361274219,0.0806725823033237,-0.00194896732689311,0.130571327157744,0.938534150992785,0.029686156845296,953,0.536996980343338,0.535069307152427,0.0566953664303703,0.0617454722315768,0.00192767319091039,0.0827127845624992,0.968490618869529,0.0180276413515471,549,-0.114465352825364,-0.0246775151587683,0.065116802054523,-0.0857918450224126,0.0325212709858754,0.150819554200065,Large Loadings,1,computer14
lv =~ q3,TRUE,0.517116046282536,0.547363397463502,0.0769113756206899,0.0789242742972842,-0.0302473511809663,0.138617948125547,0.996770901157823,0.00332843616443914,47,0.537028786292709,0.538260343332441,0.0606499717672635,0.0610562123720861,-0.00123155703973197,0.0827489416211231,0.997831570786233,0.00320981694736722,451,,,,-0.150755138551587,-0.0202380871249588,0.110290205578731,Large Loadings,1,computer14
lv =~ q4,FALSE,0.537798811221743,0.541253380333893,0.130712332588659,0.132099348621869,-0.0034545691121499,0.248952414148325,0.958464737250494,0.0233380709241162,796,0.554982873182732,0.554577584217783,0.0638688069501232,0.0622439966476428,0.000405288964948906,0.0904225055543582,0.968402915644951,0.0178836562836029,538,-0.124533178300845,-0.0262889456587556,0.0719635526205824,-0.113076047448672,0.00642687055123118,0.125926796888225,Large Loadings,1,computer14
lv =~ q4,TRUE,0.542686605379864,0.5537555354897,0.13947542115382,0.125468382208258,-0.011068930109836,0.249562905380282,0.997104960289125,0.00338695478792828,204,0.558491875240922,0.554645849711807,0.0607676076616595,0.06302863813447,0.00384602552911544,0.0851755207696497,0.997840218434025,0.00314618981587003,462,-0.277539109696695,-0.0834402871319811,0.110761177573117,-0.0668797513223989,0.062124407559616,0.191094896397975,Large Loadings,1,computer14
lv =~ q5,FALSE,0.519014770762989,0.517241986304068,0.0630915156269495,0.0652921015309862,0.00177278445892061,0.0939377588361953,0.942500350695414,0.0285304283278075,934,0.517097744383496,0.519672206000667,0.0609371374081625,0.0578852137213915,-0.00257446161717083,0.0857844977742569,0.968122871446724,0.0182226197676626,554,-0.0630914090620667,0.027612932710696,0.118309876686915,-0.161085532057665,-0.0433186655125721,0.0744677779459087,Large Loadings,1,computer14
lv =~ q5,TRUE,0.522028534118653,0.519620585532283,0.0729078640708184,0.0661654261866232,0.0024079485863706,0.109941402292074,0.995945995187043,0.00362136845417659,66,0.523873616703142,0.520249409195454,0.0554346418857054,0.061628144715246,0.00362420750768812,0.0846600446363546,0.997995478450247,0.00311050852069408,446,,,,-0.0694651182650989,0.0618325564290392,0.19309551435521,Large Loadings,1,computer14
lv ~1,FALSE,-0.0875335058692441,-0.0900327437322964,0.127455068563749,0.130935246887178,0.00249923786305228,0.221710144837497,0.904629234875872,0.0467092242882708,967,-0.0856667796880372,-0.0911006760401754,0.0897820792757141,0.0883508951270289,0.00543389635213812,0.118153098702487,0.957876375572815,0.0240498991287518,532,-0.069796996865453,0.0193429169490277,0.108477825380595,-0.0592079837991007,0.06100746924997,0.181194215439921,Small Intercepts,1,computer14
lv ~1,TRUE,-0.0727752063389759,-0.0766516312742516,0.0983858423605571,0.157191275560407,0.00387642493527565,0.215845663729256,0.997046880636656,0.00333432978105935,33,-0.088363859088005,-0.0845434308787501,0.0861422862555845,0.0866630179671064,-0.0038204282092549,0.113854881127903,0.998823089061859,0.00255598930653116,468,,,,-0.172347068499439,-0.0442163610740183,0.0839380081277225,Small Intercepts,1,computer14
q1 ~1,FALSE,0,0,0,0,0,0,0.904629234875872,0.0467092242882708,967,0,0,0,0,0,0,0.957876375572815,0.0240498991287518,532,,,,,,,Small Intercepts,1,computer14
q1 ~1,TRUE,0,0,0,0,0,0,0.997046880636656,0.00333432978105935,33,0,0,0,0,0,0,0.998823089061859,0.00255598930653116,468,,,,,,,Small Intercepts,1,computer14
q2 ~1,FALSE,-0.0444871605042687,-0.0465028895325734,0.0729658426433801,0.0739801242489618,0.00201572902830474,0.114363753068749,0.908490790011711,0.0454266877537032,968,-0.0477511981065705,-0.0447406733829747,0.0643135465642478,0.066229546086985,-0.00301052472359585,0.0890482053966205,0.958545533335662,0.0234782312536708,533,-0.061662696709808,0.0274343155469445,0.116524236260995,-0.166183581813424,-0.0461181124712069,0.0739690209057466,Small Intercepts,1,computer14
q2 ~1,TRUE,-0.0636686743761544,-0.0406724405688403,0.0615614626340205,0.0686088581277743,-0.0229962338073141,0.0940689563393515,0.996897954725921,0.00356548356923576,32,-0.0487801402293562,-0.0509298320318725,0.0633768556847958,0.0608184920466195,0.0021496918025163,0.0875084674517628,0.998813468556379,0.00257176335312845,467,,,,-0.0936722937826338,0.0346105693466585,0.162874869697818,Small Intercepts,1,computer14
q3 ~1,FALSE,0.0746269157645403,0.0753733257743461,0.0793727830915009,0.0812563850845329,-0.00074641000980574,0.12910444657103,0.909207302965022,0.0448491455097899,964,0.0736205951845738,0.0657446411811432,0.0620651536951211,0.0653593028508446,0.00787595400343067,0.088493884723642,0.958232397640016,0.0232803085899151,522,-0.0985661303873162,-0.00929294106073119,0.0799826605840815,0.00211208502920224,0.123576332641383,0.244981396874835,Small Intercepts,1,computer14
